SoldTo,Customer_Value1
Customer_5817,Innovative & Faster Growing than Market
Customer_5817,Niche Player
Customer_5818,Innovative & Faster Growing than Market
Customer_5818,Niche Player
Customer_5819,Faster Growing than Market
Customer_582,Market Follower
Customer_5820,Faster Growing than Market
Customer_5820,Niche Player
Customer_5822,Market Follower
Customer_5823,Innovative
Customer_5823,Innovative & Faster Growing than Market
Customer_5824,Faster Growing than Market
Customer_5824,Innovative
Customer_5825,Niche Player
Customer_5826,Innovative
Customer_5826,Niche Player
Customer_5828,Faster Growing than Market
Customer_5828,Innovative & Faster Growing than Market
Customer_5828,Market Follower
Customer_5828,Niche Player
Customer_5829,Innovative & Faster Growing than Market
Customer_583,Niche Player
Customer_5830,Innovative & Faster Growing than Market
Customer_5830,Market Follower
Customer_5831,Innovative & Faster Growing than Market
Customer_5833,Market Follower
Customer_5834,Innovative
Customer_5836,Innovative
Customer_5837,Market Follower
Customer_5838,Faster Growing than Market
Customer_5839,Faster Growing than Market
Customer_5839,Innovative
Customer_584,Innovative & Faster Growing than Market
Customer_5840,Faster Growing than Market
Customer_5841,Innovative & Faster Growing than Market
Customer_5843,Innovative
Customer_5843,Market Follower
Customer_5845,Innovative
Customer_5845,Market Follower
Customer_5846,Faster Growing than Market
Customer_5847,Innovative
Customer_5848,Faster Growing than Market
Customer_585,Innovative & Faster Growing than Market
Customer_5850,Market Follower
Customer_5852,Niche Player
Customer_5853,Faster Growing than Market
Customer_5853,Innovative
Customer_5853,Innovative & Faster Growing than Market
Customer_5855,Faster Growing than Market
Customer_5855,Innovative
Customer_5856,Faster Growing than Market
Customer_5857,Innovative & Faster Growing than Market
Customer_5857,Niche Player
Customer_5858,Faster Growing than Market
Customer_5858,Market Follower
Customer_5858,Niche Player
Customer_5862,Innovative & Faster Growing than Market
Customer_5863,Innovative & Faster Growing than Market
Customer_5864,Faster Growing than Market
Customer_5864,Innovative & Faster Growing than Market
Customer_5865,Market Follower
Customer_5866,Faster Growing than Market
Customer_5866,Innovative
Customer_5867,Innovative & Faster Growing than Market
Customer_5868,Faster Growing than Market
Customer_5868,Niche Player
Customer_5869,Innovative
Customer_587,Faster Growing than Market
Customer_587,Innovative & Faster Growing than Market
Customer_5871,Faster Growing than Market
Customer_5871,Innovative & Faster Growing than Market
Customer_5871,Niche Player
Customer_5872,Innovative
Customer_5873,Faster Growing than Market
Customer_5873,Innovative
Customer_5873,Innovative & Faster Growing than Market
Customer_5873,Market Follower
Customer_5874,Faster Growing than Market
Customer_5874,Innovative & Faster Growing than Market
Customer_5875,Innovative
Customer_5876,Niche Player
Customer_5878,Market Follower
Customer_5879,Innovative
Customer_5879,Innovative & Faster Growing than Market
Customer_5880,Faster Growing than Market
Customer_5881,Innovative
Customer_5882,Faster Growing than Market
Customer_5882,Innovative
Customer_5883,Innovative
Customer_5883,Market Follower
Customer_5884,Faster Growing than Market
Customer_5885,Market Follower
Customer_5886,Faster Growing than Market
Customer_5886,Market Follower
Customer_5887,Innovative
Customer_5888,Faster Growing than Market
Customer_5888,Innovative & Faster Growing than Market
Customer_5890,Niche Player
Customer_5891,Innovative
Customer_5892,Innovative & Faster Growing than Market
Customer_5893,Innovative & Faster Growing than Market
Customer_5894,Innovative
Customer_5894,Innovative & Faster Growing than Market
Customer_5896,Innovative
Customer_5896,Innovative & Faster Growing than Market
Customer_5897,Innovative & Faster Growing than Market
Customer_5898,Innovative
Customer_5899,Innovative
Customer_5899,Market Follower
Customer_59,Faster Growing than Market
Customer_59,Innovative & Faster Growing than Market
Customer_590,Niche Player
Customer_5900,Innovative
Customer_5900,Market Follower
Customer_5900,Niche Player
Customer_5901,Innovative
Customer_5902,Niche Player
Customer_5904,Innovative & Faster Growing than Market
Customer_5904,Niche Player
Customer_5906,Market Follower
Customer_5907,Faster Growing than Market
Customer_5907,Innovative
Customer_5908,Innovative & Faster Growing than Market
Customer_5909,Faster Growing than Market
Customer_5909,Innovative & Faster Growing than Market
Customer_5910,Innovative & Faster Growing than Market
Customer_5912,Innovative & Faster Growing than Market
Customer_5913,Innovative & Faster Growing than Market
Customer_5914,Innovative
Customer_5915,Innovative & Faster Growing than Market
Customer_5916,Niche Player
Customer_5918,Faster Growing than Market
Customer_5918,Innovative & Faster Growing than Market
Customer_5918,Market Follower
Customer_5919,Faster Growing than Market
Customer_5920,Faster Growing than Market
Customer_5920,Innovative & Faster Growing than Market
Customer_5921,Innovative & Faster Growing than Market
Customer_5922,Niche Player
Customer_5924,Innovative
Customer_5924,Innovative & Faster Growing than Market
Customer_5924,Market Follower
Customer_5926,Innovative
Customer_5928,Faster Growing than Market
Customer_5928,Innovative & Faster Growing than Market
Customer_5929,Faster Growing than Market
Customer_593,Faster Growing than Market
Customer_5930,Innovative
Customer_5930,Innovative & Faster Growing than Market
Customer_5930,Market Follower
Customer_5931,Innovative
Customer_5934,Innovative & Faster Growing than Market
Customer_5936,Faster Growing than Market
Customer_5936,Innovative
Customer_5937,Faster Growing than Market
Customer_5937,Innovative & Faster Growing than Market
Customer_5937,Market Follower
Customer_5937,Niche Player
Customer_5938,Faster Growing than Market
Customer_5939,Innovative
Customer_5939,Niche Player
Customer_594,Faster Growing than Market
Customer_594,Innovative & Faster Growing than Market
Customer_5940,Innovative & Faster Growing than Market
Customer_5940,Niche Player
Customer_5941,Innovative & Faster Growing than Market
Customer_5942,Innovative & Faster Growing than Market
Customer_5944,Innovative & Faster Growing than Market
Customer_5946,Innovative & Faster Growing than Market
Customer_5947,Innovative
Customer_5947,Innovative & Faster Growing than Market
Customer_5947,Niche Player
Customer_5948,Innovative & Faster Growing than Market
Customer_5949,Innovative
Customer_5949,Innovative & Faster Growing than Market
Customer_595,Faster Growing than Market
Customer_595,Niche Player
Customer_5950,Innovative
Customer_5950,Innovative & Faster Growing than Market
Customer_5952,Innovative & Faster Growing than Market
Customer_5953,Faster Growing than Market
Customer_5953,Innovative & Faster Growing than Market
Customer_5953,Market Follower
Customer_5954,Innovative
Customer_5954,Innovative & Faster Growing than Market
Customer_5954,Niche Player
Customer_5956,Innovative & Faster Growing than Market
Customer_5957,Innovative & Faster Growing than Market
Customer_5958,Innovative & Faster Growing than Market
Customer_5958,Market Follower
Customer_5959,Innovative
Customer_596,Niche Player
Customer_5961,Innovative & Faster Growing than Market
Customer_5961,Niche Player
Customer_5962,Innovative & Faster Growing than Market
Customer_5964,Innovative & Faster Growing than Market
Customer_5964,Niche Player
Customer_5966,Faster Growing than Market
Customer_5967,Faster Growing than Market
Customer_5967,Innovative
Customer_5967,Innovative & Faster Growing than Market
Customer_5967,Market Follower
Customer_5968,Faster Growing than Market
Customer_5969,Faster Growing than Market
Customer_5969,Niche Player
Customer_597,Market Follower
Customer_5970,Niche Player
Customer_5971,Faster Growing than Market
Customer_5971,Innovative & Faster Growing than Market
Customer_5971,Market Follower
Customer_5972,Innovative & Faster Growing than Market
Customer_5973,Faster Growing than Market
Customer_5973,Innovative & Faster Growing than Market
Customer_5974,Faster Growing than Market
Customer_5974,Innovative
Customer_5974,Innovative & Faster Growing than Market
Customer_5977,Innovative
Customer_5978,Faster Growing than Market
Customer_5978,Innovative
Customer_598,Innovative
Customer_5980,Faster Growing than Market
Customer_5980,Innovative
Customer_5981,Market Follower
Customer_5983,Faster Growing than Market
Customer_5983,Innovative & Faster Growing than Market
Customer_5984,Faster Growing than Market
Customer_5984,Innovative & Faster Growing than Market
Customer_5984,Niche Player
Customer_5985,Faster Growing than Market
Customer_5986,Niche Player
Customer_5987,Niche Player
Customer_5988,Faster Growing than Market
Customer_5988,Innovative & Faster Growing than Market
Customer_5988,Niche Player
Customer_5989,Innovative & Faster Growing than Market
Customer_599,Faster Growing than Market
Customer_599,Innovative & Faster Growing than Market
Customer_5990,Innovative
Customer_5990,Innovative & Faster Growing than Market
Customer_5991,Innovative & Faster Growing than Market
Customer_5992,Innovative & Faster Growing than Market
Customer_5993,Innovative
Customer_5994,Faster Growing than Market
Customer_5994,Market Follower
Customer_5996,Innovative & Faster Growing than Market
Customer_5999,Faster Growing than Market
Customer_6,Faster Growing than Market
Customer_6,Market Follower
Customer_60,Faster Growing than Market
Customer_60,Innovative & Faster Growing than Market
Customer_6000,Innovative & Faster Growing than Market
Customer_6002,Faster Growing than Market
Customer_6003,Innovative
Customer_6004,Faster Growing than Market
Customer_6009,Innovative
Customer_6009,Market Follower
Customer_6009,Niche Player
Customer_6011,Faster Growing than Market
Customer_6012,Innovative & Faster Growing than Market
Customer_6012,Niche Player
Customer_6013,Innovative & Faster Growing than Market
Customer_6013,Niche Player
Customer_6015,Market Follower
Customer_6016,Innovative & Faster Growing than Market
Customer_6017,Innovative & Faster Growing than Market
Customer_6017,Market Follower
Customer_6018,Faster Growing than Market
Customer_6019,Innovative & Faster Growing than Market
Customer_6019,Niche Player
Customer_602,Faster Growing than Market
Customer_602,Innovative
Customer_602,Innovative & Faster Growing than Market
Customer_6020,Faster Growing than Market
Customer_6020,Innovative
Customer_6020,Market Follower
Customer_6023,Faster Growing than Market
Customer_6023,Innovative & Faster Growing than Market
Customer_6023,Niche Player
Customer_6024,Faster Growing than Market
Customer_6024,Innovative
Customer_6024,Innovative & Faster Growing than Market
Customer_6025,Innovative & Faster Growing than Market
Customer_6025,Market Follower
Customer_6026,Innovative
Customer_6026,Innovative & Faster Growing than Market
Customer_6027,Faster Growing than Market
Customer_6027,Innovative & Faster Growing than Market
Customer_6027,Market Follower
Customer_6028,Innovative & Faster Growing than Market
Customer_603,Innovative & Faster Growing than Market
Customer_603,Niche Player
Customer_6031,Innovative & Faster Growing than Market
Customer_6031,Niche Player
Customer_6035,Faster Growing than Market
Customer_6036,Market Follower
Customer_6037,Market Follower
Customer_6039,Niche Player
Customer_6040,Faster Growing than Market
Customer_6040,Innovative & Faster Growing than Market
Customer_6042,Faster Growing than Market
Customer_6042,Market Follower
Customer_6044,Faster Growing than Market
Customer_6044,Niche Player
Customer_6046,Faster Growing than Market
Customer_6046,Innovative
Customer_6046,Innovative & Faster Growing than Market
Customer_6047,Faster Growing than Market
Customer_6047,Innovative & Faster Growing than Market
Customer_6047,Market Follower
Customer_6048,Innovative & Faster Growing than Market
Customer_6049,Innovative & Faster Growing than Market
Customer_605,Faster Growing than Market
Customer_605,Innovative
Customer_6050,Faster Growing than Market
Customer_6050,Innovative & Faster Growing than Market
Customer_6050,Niche Player
Customer_6051,Innovative
Customer_6051,Niche Player
Customer_6052,Faster Growing than Market
Customer_6052,Innovative
Customer_6054,Innovative & Faster Growing than Market
Customer_6054,Niche Player
Customer_6055,Faster Growing than Market
Customer_6055,Niche Player
Customer_6056,Faster Growing than Market
Customer_6056,Innovative & Faster Growing than Market
