soldto,c_relationship
Customer_5672,Advanced Business Ties
Customer_5672,Partnership
Customer_5672,Pure Business
Customer_5674,Advanced Business Ties
Customer_5674,Pure Business
Customer_5675,Opportunistic
Customer_5675,Pure Business
Customer_5675,Transactional
Customer_5676,Transactional
Customer_5678,Advanced Business Ties
Customer_5679,Opportunistic
Customer_568,Opportunistic
Customer_5680,Transactional
Customer_5681,Advanced Business Ties
Customer_5681,Transactional
Customer_5682,Opportunistic
Customer_5682,Transactional
Customer_5685,Advanced Business Ties
Customer_5685,Transactional
Customer_5686,Opportunistic
Customer_5687,Opportunistic
Customer_5689,Partnership
Customer_5689,Pure Business
Customer_5689,Transactional
Customer_569,Advanced Business Ties
Customer_569,Transactional
Customer_5692,Advanced Business Ties
Customer_5692,Pure Business
Customer_5695,Advanced Business Ties
Customer_5696,Pure Business
Customer_5697,Advanced Business Ties
Customer_5697,Transactional
Customer_5698,Advanced Business Ties
Customer_5698,Pure Business
Customer_5699,Transactional
Customer_57,Advanced Business Ties
Customer_570,Pure Business
Customer_5700,Advanced Business Ties
Customer_5700,Partnership
Customer_5700,Pure Business
Customer_5702,Opportunistic
Customer_5702,Pure Business
Customer_5703,Transactional
Customer_5704,Pure Business
Customer_5708,Advanced Business Ties
Customer_5709,Transactional
Customer_571,Transactional
Customer_5710,Opportunistic
Customer_5710,Pure Business
Customer_5710,Transactional
Customer_5711,Partnership
Customer_5712,Transactional
Customer_5713,Opportunistic
Customer_5713,Partnership
Customer_5714,Partnership
Customer_5714,Transactional
Customer_5715,Pure Business
Customer_5716,Transactional
Customer_5719,Advanced Business Ties
Customer_572,Partnership
Customer_5720,Opportunistic
Customer_5721,Opportunistic
Customer_5721,Pure Business
Customer_5723,Advanced Business Ties
Customer_5723,Partnership
Customer_5724,Advanced Business Ties
Customer_5724,Opportunistic
Customer_5725,Advanced Business Ties
Customer_5726,Partnership
Customer_5726,Pure Business
Customer_5727,Pure Business
Customer_5727,Transactional
Customer_5728,Advanced Business Ties
Customer_5728,Transactional
Customer_5729,Opportunistic
Customer_573,Partnership
Customer_5730,Advanced Business Ties
Customer_5730,Partnership
Customer_5730,Pure Business
Customer_5731,Pure Business
Customer_5731,Transactional
Customer_5732,Partnership
Customer_5733,Advanced Business Ties
Customer_5733,Transactional
Customer_5734,Partnership
Customer_5735,Advanced Business Ties
Customer_5736,Pure Business
Customer_5740,Partnership
Customer_5740,Transactional
Customer_5742,Partnership
Customer_5744,Advanced Business Ties
Customer_5744,Transactional
Customer_5745,Opportunistic
Customer_5745,Pure Business
Customer_5749,Advanced Business Ties
Customer_5749,Transactional
Customer_575,Advanced Business Ties
Customer_575,Partnership
Customer_5750,Advanced Business Ties
Customer_5750,Transactional
Customer_5751,Opportunistic
Customer_5752,Transactional
Customer_5755,Advanced Business Ties
Customer_5755,Opportunistic
Customer_5755,Transactional
Customer_5756,Partnership
Customer_5756,Pure Business
Customer_5757,Pure Business
Customer_5757,Transactional
Customer_5759,Advanced Business Ties
Customer_576,Pure Business
Customer_5762,Opportunistic
Customer_5762,Transactional
Customer_5763,Opportunistic
Customer_5763,Pure Business
Customer_5765,Advanced Business Ties
Customer_5765,Transactional
Customer_5766,Pure Business
Customer_5766,Transactional
Customer_5769,Advanced Business Ties
Customer_577,Transactional
Customer_5770,Partnership
Customer_5771,Opportunistic
Customer_5771,Pure Business
Customer_5772,Partnership
Customer_5773,Transactional
Customer_5775,Advanced Business Ties
Customer_5775,Opportunistic
Customer_5775,Transactional
Customer_5778,Advanced Business Ties
Customer_5778,Transactional
Customer_5779,Advanced Business Ties
Customer_5779,Pure Business
Customer_578,Advanced Business Ties
Customer_5780,Advanced Business Ties
Customer_5781,Partnership
Customer_5782,Transactional
Customer_5783,Partnership
Customer_5784,Advanced Business Ties
Customer_5785,Advanced Business Ties
Customer_5786,Partnership
Customer_5787,Pure Business
Customer_579,Opportunistic
Customer_579,Partnership
Customer_5792,Partnership
Customer_5794,Pure Business
Customer_5795,Advanced Business Ties
Customer_5795,Opportunistic
Customer_5796,Opportunistic
Customer_5796,Partnership
Customer_5798,Partnership
Customer_58,Opportunistic
Customer_58,Pure Business
Customer_5801,Transactional
Customer_5803,Advanced Business Ties
Customer_5804,Transactional
Customer_5805,Advanced Business Ties
Customer_5806,Opportunistic
Customer_5807,Transactional
Customer_5808,Partnership
Customer_5808,Pure Business
Customer_5809,Advanced Business Ties
Customer_5809,Partnership
Customer_581,Advanced Business Ties
Customer_5810,Advanced Business Ties
Customer_5810,Transactional
Customer_5811,Advanced Business Ties
Customer_5811,Partnership
Customer_5811,Transactional
Customer_5812,Transactional
Customer_5813,Partnership
Customer_5814,Partnership
Customer_5814,Pure Business
Customer_5815,Advanced Business Ties
Customer_5815,Opportunistic
Customer_5815,Transactional
Customer_5816,Pure Business
Customer_5817,Opportunistic
Customer_5817,Pure Business
Customer_5817,Transactional
Customer_5818,Opportunistic
Customer_5818,Partnership
Customer_5818,Pure Business
Customer_5819,Transactional
Customer_582,Transactional
Customer_5820,Advanced Business Ties
Customer_5820,Pure Business
Customer_5822,Opportunistic
Customer_5823,Advanced Business Ties
Customer_5823,Opportunistic
Customer_5824,Pure Business
Customer_5824,Transactional
Customer_5825,Advanced Business Ties
Customer_5826,Advanced Business Ties
Customer_5826,Transactional
Customer_5828,Advanced Business Ties
Customer_5828,Transactional
Customer_5829,Partnership
Customer_583,Pure Business
Customer_5830,Opportunistic
Customer_5830,Transactional
Customer_5831,Pure Business
Customer_5831,Transactional
Customer_5833,Transactional
Customer_5834,Opportunistic
Customer_5834,Pure Business
Customer_5836,Pure Business
Customer_5837,Partnership
Customer_5838,Advanced Business Ties
Customer_5838,Opportunistic
Customer_5839,Partnership
Customer_5839,Pure Business
Customer_584,Pure Business
Customer_5840,Advanced Business Ties
Customer_5841,Pure Business
Customer_5843,Opportunistic
Customer_5843,Transactional
Customer_5845,Opportunistic
Customer_5845,Transactional
Customer_5846,Advanced Business Ties
Customer_5847,Opportunistic
Customer_5848,Opportunistic
Customer_585,Transactional
Customer_5850,Transactional
Customer_5852,Transactional
Customer_5853,Opportunistic
Customer_5853,Partnership
Customer_5853,Transactional
Customer_5855,Advanced Business Ties
Customer_5855,Opportunistic
Customer_5856,Pure Business
Customer_5857,Opportunistic
Customer_5857,Partnership
Customer_5857,Pure Business
Customer_5858,Opportunistic
Customer_5858,Partnership
Customer_5862,Pure Business
Customer_5863,Partnership
Customer_5864,Pure Business
Customer_5864,Transactional
Customer_5865,Opportunistic
Customer_5866,Opportunistic
Customer_5866,Transactional
Customer_5867,Advanced Business Ties
Customer_5867,Opportunistic
Customer_5868,Opportunistic
Customer_5868,Pure Business
Customer_5869,Pure Business
Customer_587,Partnership
Customer_587,Transactional
Customer_5871,Advanced Business Ties
Customer_5871,Pure Business
Customer_5871,Transactional
Customer_5872,Pure Business
Customer_5873,Advanced Business Ties
Customer_5873,Opportunistic
Customer_5873,Pure Business
Customer_5873,Transactional
Customer_5874,Advanced Business Ties
Customer_5874,Pure Business
Customer_5875,Pure Business
Customer_5876,Transactional
Customer_5878,Opportunistic
Customer_5879,Advanced Business Ties
Customer_5879,Opportunistic
Customer_5880,Advanced Business Ties
Customer_5881,Pure Business
Customer_5882,Opportunistic
Customer_5882,Pure Business
Customer_5883,Partnership
Customer_5883,Pure Business
Customer_5883,Transactional
Customer_5884,Advanced Business Ties
Customer_5884,Opportunistic
Customer_5885,Opportunistic
Customer_5886,Opportunistic
Customer_5886,Pure Business
Customer_5887,Opportunistic
Customer_5888,Partnership
Customer_5888,Pure Business
Customer_5890,Transactional
Customer_5891,Opportunistic
Customer_5892,Partnership
Customer_5893,Transactional
Customer_5894,Opportunistic
Customer_5894,Partnership
Customer_5896,Partnership
Customer_5896,Pure Business
Customer_5897,Transactional
Customer_5898,Advanced Business Ties
Customer_5899,Opportunistic
Customer_59,Opportunistic
Customer_59,Pure Business
Customer_590,Advanced Business Ties
Customer_5900,Pure Business
Customer_5900,Transactional
Customer_5901,Pure Business
Customer_5902,Transactional
Customer_5904,Advanced Business Ties
Customer_5904,Pure Business
Customer_5904,Transactional
Customer_5906,Advanced Business Ties
Customer_5907,Opportunistic
Customer_5907,Transactional
Customer_5908,Transactional
Customer_5909,Advanced Business Ties
Customer_5909,Opportunistic
Customer_5909,Pure Business
Customer_5910,Partnership
Customer_5912,Transactional
Customer_5913,Transactional
Customer_5914,Transactional
Customer_5915,Advanced Business Ties
Customer_5916,Advanced Business Ties
Customer_5918,Advanced Business Ties
Customer_5918,Opportunistic
Customer_5918,Pure Business
Customer_5918,Transactional
Customer_5919,Advanced Business Ties
Customer_5919,Pure Business
Customer_5920,Advanced Business Ties
Customer_5920,Pure Business
Customer_5921,Advanced Business Ties
Customer_5922,Partnership
Customer_5922,Pure Business
Customer_5924,Partnership
Customer_5924,Pure Business
Customer_5924,Transactional
Customer_5926,Pure Business
Customer_5928,Advanced Business Ties
Customer_5928,Opportunistic
Customer_5928,Transactional
Customer_5929,Transactional
Customer_593,Pure Business
Customer_5930,Advanced Business Ties
Customer_5930,Opportunistic
Customer_5930,Transactional
Customer_5931,Transactional
Customer_5934,Opportunistic
Customer_5936,Opportunistic
Customer_5936,Transactional
Customer_5937,Opportunistic
Customer_5937,Partnership
Customer_5937,Transactional
Customer_5938,Pure Business
Customer_5939,Pure Business
Customer_5939,Transactional
Customer_594,Partnership
Customer_594,Transactional
Customer_5940,Advanced Business Ties
Customer_5940,Opportunistic
Customer_5941,Opportunistic
Customer_5942,Opportunistic
Customer_5944,Transactional
Customer_5946,Transactional
Customer_5947,Advanced Business Ties
Customer_5947,Opportunistic
Customer_5947,Transactional
Customer_5948,Transactional
Customer_5949,Opportunistic
Customer_5949,Pure Business
Customer_5949,Transactional
Customer_595,Advanced Business Ties
Customer_595,Pure Business
Customer_595,Transactional
Customer_5950,Opportunistic
Customer_5950,Partnership
Customer_5950,Transactional
Customer_5952,Advanced Business Ties
Customer_5952,Partnership
Customer_5953,Advanced Business Ties
Customer_5953,Opportunistic
Customer_5954,Advanced Business Ties
Customer_5954,Pure Business
Customer_5954,Transactional
Customer_5956,Advanced Business Ties
Customer_5957,Transactional
Customer_5958,Pure Business
Customer_5959,Advanced Business Ties
Customer_596,Advanced Business Ties
Customer_5961,Advanced Business Ties
Customer_5961,Partnership
Customer_5962,Transactional
Customer_5964,Advanced Business Ties
Customer_5964,Transactional
Customer_5966,Pure Business
Customer_5967,Partnership
Customer_5967,Pure Business
Customer_5967,Transactional
Customer_5968,Pure Business
Customer_5969,Partnership
Customer_5969,Pure Business
Customer_597,Opportunistic
Customer_597,Transactional
Customer_5970,Transactional
Customer_5971,Advanced Business Ties
Customer_5971,Transactional
Customer_5972,Advanced Business Ties
Customer_5972,Pure Business
Customer_5973,Partnership
Customer_5973,Transactional
Customer_5974,Advanced Business Ties
Customer_5977,Opportunistic
Customer_5978,Advanced Business Ties
Customer_5978,Partnership
Customer_598,Pure Business
Customer_5980,Advanced Business Ties
Customer_5980,Pure Business
Customer_5981,Pure Business
Customer_5983,Partnership
Customer_5983,Transactional
Customer_5984,Opportunistic
Customer_5984,Transactional
Customer_5985,Transactional
Customer_5986,Pure Business
Customer_5987,Partnership
Customer_5988,Advanced Business Ties
Customer_5988,Opportunistic
Customer_5988,Pure Business
Customer_5989,Partnership
Customer_599,Opportunistic
Customer_599,Partnership
Customer_5990,Advanced Business Ties
Customer_5990,Opportunistic
Customer_5990,Partnership
Customer_5990,Pure Business
Customer_5991,Partnership
Customer_5991,Transactional
Customer_5992,Partnership
Customer_5993,Opportunistic
Customer_5994,Advanced Business Ties
Customer_5994,Partnership
Customer_5994,Transactional
Customer_5996,Advanced Business Ties
Customer_5996,Pure Business
Customer_5999,Pure Business
Customer_6,Advanced Business Ties
Customer_6,Opportunistic
Customer_6,Pure Business
Customer_6,Transactional
Customer_60,Advanced Business Ties
Customer_60,Partnership
Customer_6000,Partnership
Customer_6002,Opportunistic
Customer_6002,Pure Business
Customer_6003,Opportunistic
Customer_6004,Pure Business
Customer_6009,Advanced Business Ties
Customer_6009,Opportunistic
Customer_6011,Advanced Business Ties
Customer_6012,Advanced Business Ties
Customer_6012,Pure Business
Customer_6012,Transactional
Customer_6013,Advanced Business Ties
Customer_6013,Pure Business
Customer_6013,Transactional
Customer_6015,Pure Business
Customer_6016,Opportunistic
Customer_6017,Advanced Business Ties
Customer_6017,Transactional
Customer_6018,Opportunistic
Customer_6019,Advanced Business Ties
Customer_6019,Transactional
Customer_602,Advanced Business Ties
Customer_602,Pure Business
Customer_6020,Pure Business
Customer_6020,Transactional
Customer_6023,Advanced Business Ties
Customer_6023,Transactional
Customer_6024,Advanced Business Ties
Customer_6024,Opportunistic
Customer_6024,Pure Business
Customer_6024,Transactional
Customer_6025,Partnership
Customer_6025,Transactional
Customer_6026,Opportunistic
Customer_6027,Transactional
Customer_6028,Partnership
Customer_603,Advanced Business Ties
Customer_603,Pure Business
Customer_6031,Advanced Business Ties
Customer_6031,Pure Business
Customer_6035,Advanced Business Ties
Customer_6036,Opportunistic
Customer_6037,Pure Business
Customer_6037,Transactional
Customer_6039,Partnership
Customer_6040,Opportunistic
Customer_6040,Pure Business
Customer_6042,Pure Business
Customer_6044,Partnership
Customer_6044,Transactional
Customer_6046,Advanced Business Ties
Customer_6046,Opportunistic
Customer_6046,Transactional
Customer_6047,Opportunistic
Customer_6047,Pure Business
