soldto,c_relationship
Customer_4833,Pure Business
Customer_4833,Transactional
Customer_4834,Advanced Business Ties
Customer_4834,Transactional
Customer_4835,Advanced Business Ties
Customer_4836,Advanced Business Ties
Customer_4836,Transactional
Customer_4837,Advanced Business Ties
Customer_4837,Pure Business
Customer_4838,Partnership
Customer_4839,Opportunistic
Customer_4839,Pure Business
Customer_484,Advanced Business Ties
Customer_484,Pure Business
Customer_484,Transactional
Customer_4840,Transactional
Customer_4842,Opportunistic
Customer_4843,Pure Business
Customer_4843,Transactional
Customer_4844,Partnership
Customer_4845,Pure Business
Customer_4848,Advanced Business Ties
Customer_4848,Opportunistic
Customer_4852,Advanced Business Ties
Customer_4852,Pure Business
Customer_4854,Pure Business
Customer_4857,Opportunistic
Customer_4858,Partnership
Customer_4859,Transactional
Customer_486,Pure Business
Customer_4860,Partnership
Customer_4861,Pure Business
Customer_4862,Pure Business
Customer_4864,Advanced Business Ties
Customer_4866,Transactional
Customer_4867,Opportunistic
Customer_4867,Transactional
Customer_4868,Advanced Business Ties
Customer_487,Pure Business
Customer_4870,Partnership
Customer_4870,Transactional
Customer_4871,Advanced Business Ties
Customer_4873,Opportunistic
Customer_4875,Advanced Business Ties
Customer_4875,Opportunistic
Customer_4877,Partnership
Customer_4877,Pure Business
Customer_4878,Opportunistic
Customer_4879,Partnership
Customer_488,Opportunistic
Customer_488,Pure Business
Customer_4880,Opportunistic
Customer_4880,Pure Business
Customer_4881,Pure Business
Customer_4882,Advanced Business Ties
Customer_4884,Advanced Business Ties
Customer_4885,Advanced Business Ties
Customer_4887,Advanced Business Ties
Customer_4888,Opportunistic
Customer_4888,Pure Business
Customer_4888,Transactional
Customer_4889,Transactional
Customer_4890,Pure Business
Customer_4893,Advanced Business Ties
Customer_4893,Opportunistic
Customer_4895,Opportunistic
Customer_4896,Opportunistic
Customer_4897,Advanced Business Ties
Customer_4899,Advanced Business Ties
Customer_49,Advanced Business Ties
Customer_4900,Partnership
Customer_4901,Advanced Business Ties
Customer_4901,Opportunistic
Customer_4902,Advanced Business Ties
Customer_4902,Opportunistic
Customer_4903,Opportunistic
Customer_4903,Transactional
Customer_4905,Partnership
Customer_4905,Transactional
Customer_4906,Pure Business
Customer_4906,Transactional
Customer_4908,Transactional
Customer_491,Opportunistic
Customer_491,Partnership
Customer_491,Pure Business
Customer_491,Transactional
Customer_4911,Advanced Business Ties
Customer_4911,Transactional
Customer_4913,Advanced Business Ties
Customer_4913,Partnership
Customer_4914,Advanced Business Ties
Customer_4914,Partnership
Customer_4914,Transactional
Customer_4915,Pure Business
Customer_4915,Transactional
Customer_4916,Advanced Business Ties
Customer_4917,Advanced Business Ties
Customer_4919,Opportunistic
Customer_4920,Partnership
Customer_4921,Partnership
Customer_4921,Pure Business
Customer_4921,Transactional
Customer_4924,Opportunistic
Customer_4924,Transactional
Customer_4926,Opportunistic
Customer_4926,Pure Business
Customer_4926,Transactional
Customer_4927,Opportunistic
Customer_4928,Partnership
Customer_493,Transactional
Customer_4930,Opportunistic
Customer_4931,Advanced Business Ties
Customer_4931,Partnership
Customer_4932,Transactional
Customer_4933,Opportunistic
Customer_4934,Advanced Business Ties
Customer_4935,Partnership
Customer_4936,Advanced Business Ties
Customer_4937,Opportunistic
Customer_4939,Opportunistic
Customer_4939,Pure Business
Customer_4939,Transactional
Customer_494,Pure Business
Customer_4940,Advanced Business Ties
Customer_4942,Advanced Business Ties
Customer_4942,Pure Business
Customer_4943,Opportunistic
Customer_4943,Partnership
Customer_4943,Transactional
Customer_4946,Transactional
Customer_4947,Advanced Business Ties
Customer_4947,Partnership
Customer_495,Partnership
Customer_4950,Advanced Business Ties
Customer_4950,Opportunistic
Customer_4950,Pure Business
Customer_4951,Advanced Business Ties
Customer_4951,Partnership
Customer_4952,Pure Business
Customer_4953,Transactional
Customer_4954,Advanced Business Ties
Customer_4955,Pure Business
Customer_4955,Transactional
Customer_4956,Pure Business
Customer_4958,Advanced Business Ties
Customer_4959,Advanced Business Ties
Customer_4960,Advanced Business Ties
Customer_4960,Pure Business
Customer_4962,Advanced Business Ties
Customer_4962,Transactional
Customer_4964,Advanced Business Ties
Customer_4964,Partnership
Customer_4964,Pure Business
Customer_4969,Transactional
Customer_497,Advanced Business Ties
Customer_497,Opportunistic
Customer_497,Pure Business
Customer_497,Transactional
Customer_4970,Opportunistic
Customer_4970,Partnership
Customer_4972,Transactional
Customer_4973,Opportunistic
Customer_4974,Opportunistic
Customer_4976,Opportunistic
Customer_4976,Partnership
Customer_4977,Pure Business
Customer_4979,Advanced Business Ties
Customer_4979,Opportunistic
Customer_4980,Opportunistic
Customer_4982,Pure Business
Customer_4983,Advanced Business Ties
Customer_4984,Opportunistic
Customer_4984,Transactional
Customer_4986,Advanced Business Ties
Customer_4986,Partnership
Customer_4988,Pure Business
Customer_4988,Transactional
Customer_4989,Pure Business
Customer_4989,Transactional
Customer_499,Partnership
Customer_4991,Pure Business
Customer_4992,Opportunistic
Customer_4993,Advanced Business Ties
Customer_4993,Partnership
Customer_4994,Opportunistic
Customer_4995,Advanced Business Ties
Customer_4995,Opportunistic
Customer_4996,Transactional
Customer_4997,Advanced Business Ties
Customer_4997,Partnership
Customer_4998,Opportunistic
Customer_4998,Pure Business
Customer_4999,Transactional
Customer_5,Pure Business
Customer_5,Transactional
Customer_5001,Transactional
Customer_5002,Partnership
Customer_5002,Pure Business
Customer_5002,Transactional
Customer_5003,Advanced Business Ties
Customer_5004,Partnership
Customer_5004,Transactional
Customer_5005,Advanced Business Ties
Customer_5005,Partnership
Customer_5007,Opportunistic
Customer_5007,Pure Business
Customer_5008,Advanced Business Ties
Customer_5008,Transactional
Customer_5009,Pure Business
Customer_501,Opportunistic
Customer_501,Partnership
Customer_501,Pure Business
Customer_501,Transactional
Customer_5012,Advanced Business Ties
Customer_5012,Pure Business
Customer_5014,Partnership
Customer_5014,Pure Business
Customer_5015,Partnership
Customer_5016,Pure Business
Customer_5017,Pure Business
Customer_5017,Transactional
Customer_5018,Transactional
Customer_5019,Partnership
Customer_5019,Pure Business
Customer_502,Partnership
Customer_5020,Partnership
Customer_5021,Transactional
Customer_5022,Advanced Business Ties
Customer_5022,Pure Business
Customer_5023,Advanced Business Ties
Customer_5023,Pure Business
Customer_5023,Transactional
Customer_5024,Opportunistic
Customer_5024,Transactional
Customer_5027,Advanced Business Ties
Customer_5028,Advanced Business Ties
Customer_5028,Partnership
Customer_5028,Pure Business
Customer_5029,Pure Business
Customer_5030,Pure Business
Customer_5032,Transactional
Customer_5037,Advanced Business Ties
Customer_5038,Opportunistic
Customer_5039,Opportunistic
Customer_5040,Opportunistic
Customer_5040,Pure Business
Customer_5041,Advanced Business Ties
Customer_5041,Transactional
Customer_5042,Pure Business
Customer_5043,Transactional
Customer_5046,Advanced Business Ties
Customer_5046,Pure Business
Customer_5047,Advanced Business Ties
Customer_5047,Transactional
Customer_5048,Advanced Business Ties
Customer_5048,Partnership
Customer_5048,Transactional
Customer_5049,Opportunistic
Customer_505,Pure Business
Customer_5050,Partnership
Customer_5050,Pure Business
Customer_5052,Advanced Business Ties
Customer_5052,Partnership
Customer_5052,Pure Business
Customer_5053,Advanced Business Ties
Customer_5055,Opportunistic
Customer_5056,Partnership
Customer_5059,Pure Business
Customer_5059,Transactional
Customer_506,Opportunistic
Customer_506,Transactional
Customer_5060,Partnership
Customer_5061,Partnership
Customer_5061,Transactional
Customer_5063,Transactional
Customer_5066,Opportunistic
Customer_5066,Pure Business
Customer_5067,Opportunistic
Customer_507,Pure Business
Customer_5070,Transactional
Customer_5072,Pure Business
Customer_5073,Opportunistic
Customer_5073,Partnership
Customer_5073,Transactional
Customer_5074,Partnership
Customer_5074,Pure Business
Customer_5074,Transactional
Customer_5075,Transactional
Customer_5076,Partnership
Customer_5076,Pure Business
Customer_5076,Transactional
Customer_5078,Partnership
Customer_5079,Opportunistic
Customer_508,Transactional
Customer_5080,Transactional
Customer_5083,Pure Business
Customer_5085,Opportunistic
Customer_5085,Partnership
Customer_5087,Opportunistic
Customer_5087,Transactional
Customer_5088,Opportunistic
Customer_5089,Partnership
Customer_509,Advanced Business Ties
Customer_5092,Pure Business
Customer_5092,Transactional
Customer_5093,Partnership
Customer_5093,Transactional
Customer_5094,Pure Business
Customer_5095,Advanced Business Ties
Customer_5096,Partnership
Customer_5096,Pure Business
Customer_5096,Transactional
Customer_5097,Advanced Business Ties
Customer_5097,Pure Business
Customer_5098,Partnership
Customer_5099,Advanced Business Ties
Customer_5099,Pure Business
Customer_510,Opportunistic
Customer_5100,Opportunistic
Customer_5100,Transactional
Customer_5101,Partnership
Customer_5101,Pure Business
Customer_5102,Opportunistic
Customer_5102,Transactional
Customer_5103,Advanced Business Ties
Customer_5104,Opportunistic
Customer_5105,Partnership
Customer_5106,Advanced Business Ties
Customer_5106,Pure Business
Customer_5106,Transactional
Customer_5107,Advanced Business Ties
Customer_511,Opportunistic
Customer_511,Partnership
Customer_511,Transactional
Customer_5111,Partnership
Customer_5112,Opportunistic
Customer_5113,Pure Business
Customer_5114,Opportunistic
Customer_5115,Opportunistic
Customer_5118,Pure Business
Customer_5118,Transactional
Customer_5119,Pure Business
Customer_512,Partnership
Customer_512,Transactional
Customer_5121,Partnership
Customer_5121,Pure Business
Customer_5121,Transactional
Customer_5122,Transactional
Customer_5124,Opportunistic
Customer_5124,Transactional
Customer_5125,Advanced Business Ties
Customer_5125,Pure Business
Customer_5126,Opportunistic
Customer_5127,Advanced Business Ties
Customer_5127,Pure Business
Customer_5127,Transactional
Customer_5129,Transactional
Customer_513,Transactional
Customer_5130,Advanced Business Ties
Customer_5130,Opportunistic
Customer_5130,Transactional
Customer_5132,Opportunistic
Customer_5135,Transactional
Customer_5137,Advanced Business Ties
Customer_5137,Transactional
Customer_5139,Advanced Business Ties
Customer_5140,Advanced Business Ties
Customer_5143,Pure Business
Customer_5144,Partnership
Customer_5144,Pure Business
Customer_5145,Opportunistic
Customer_5145,Pure Business
Customer_5146,Opportunistic
Customer_5148,Partnership
Customer_5148,Transactional
Customer_5149,Advanced Business Ties
Customer_515,Opportunistic
Customer_5150,Pure Business
Customer_5151,Opportunistic
Customer_5153,Opportunistic
Customer_5153,Partnership
Customer_5154,Advanced Business Ties
Customer_5154,Opportunistic
Customer_5154,Partnership
Customer_5156,Opportunistic
Customer_5157,Opportunistic
Customer_5157,Transactional
Customer_5160,Pure Business
Customer_5165,Partnership
Customer_5165,Pure Business
Customer_5165,Transactional
Customer_5167,Advanced Business Ties
Customer_517,Partnership
Customer_5170,Advanced Business Ties
Customer_5170,Pure Business
Customer_5173,Opportunistic
Customer_5173,Transactional
Customer_5174,Opportunistic
Customer_5174,Pure Business
Customer_5175,Advanced Business Ties
Customer_5175,Pure Business
Customer_5177,Opportunistic
Customer_5177,Transactional
Customer_5179,Advanced Business Ties
Customer_518,Pure Business
Customer_5180,Opportunistic
Customer_5180,Transactional
Customer_5181,Opportunistic
Customer_5181,Transactional
Customer_5182,Advanced Business Ties
Customer_5182,Pure Business
Customer_5183,Advanced Business Ties
Customer_5184,Pure Business
Customer_5184,Transactional
Customer_5185,Transactional
Customer_5187,Partnership
Customer_5188,Advanced Business Ties
Customer_519,Opportunistic
Customer_5191,Pure Business
Customer_5191,Transactional
Customer_5192,Partnership
Customer_5193,Pure Business
Customer_5194,Opportunistic
Customer_5194,Transactional
Customer_5196,Advanced Business Ties
Customer_5196,Opportunistic
Customer_5197,Transactional
Customer_5198,Opportunistic
Customer_5199,Pure Business
Customer_5201,Opportunistic
Customer_5201,Pure Business
Customer_5202,Advanced Business Ties
Customer_5202,Opportunistic
Customer_5202,Transactional
Customer_5203,Opportunistic
Customer_5203,Pure Business
Customer_5204,Partnership
Customer_5205,Partnership
Customer_5205,Transactional
Customer_5206,Transactional
Customer_5207,Opportunistic
Customer_5207,Pure Business
Customer_5208,Transactional
Customer_5209,Advanced Business Ties
Customer_5209,Partnership
Customer_521,Opportunistic
Customer_521,Transactional
Customer_5214,Opportunistic
Customer_5214,Partnership
Customer_5215,Opportunistic
Customer_5216,Advanced Business Ties
Customer_5216,Transactional
Customer_5217,Advanced Business Ties
Customer_522,Advanced Business Ties
Customer_5221,Opportunistic
Customer_5221,Partnership
Customer_5221,Transactional
Customer_5222,Transactional
Customer_5223,Opportunistic
Customer_5225,Opportunistic
Customer_5226,Advanced Business Ties
Customer_5226,Partnership
Customer_5226,Pure Business
Customer_5227,Opportunistic
Customer_5227,Pure Business
Customer_5227,Transactional
Customer_5228,Opportunistic
Customer_5229,Opportunistic
Customer_5230,Opportunistic
Customer_5230,Pure Business
Customer_5231,Pure Business
Customer_5232,Partnership
Customer_5232,Transactional
Customer_5233,Advanced Business Ties
Customer_5233,Partnership
Customer_5234,Transactional
Customer_5235,Advanced Business Ties
Customer_5235,Opportunistic
Customer_5235,Transactional
Customer_5236,Partnership
Customer_5236,Transactional
Customer_5237,Advanced Business Ties
Customer_5237,Opportunistic
Customer_5237,Pure Business
Customer_5238,Advanced Business Ties
Customer_5239,Pure Business
Customer_5239,Transactional
Customer_5240,Advanced Business Ties
Customer_5240,Pure Business
Customer_5242,Transactional
Customer_5243,Advanced Business Ties
Customer_5244,Pure Business
Customer_5245,Advanced Business Ties
Customer_5246,Transactional
Customer_5247,Pure Business
Customer_5247,Transactional
Customer_5249,Advanced Business Ties
Customer_5249,Opportunistic
Customer_5249,Pure Business
Customer_5250,Opportunistic
Customer_5250,Pure Business
Customer_5251,Partnership
Customer_5252,Advanced Business Ties
Customer_5252,Partnership
Customer_5252,Pure Business
Customer_5252,Transactional
Customer_5253,Opportunistic
Customer_5254,Opportunistic
Customer_5255,Pure Business
Customer_5256,Advanced Business Ties
Customer_5256,Opportunistic
Customer_5256,Partnership
Customer_5256,Transactional
Customer_5258,Pure Business
Customer_5258,Transactional
Customer_5260,Advanced Business Ties
Customer_5260,Pure Business
Customer_5260,Transactional
Customer_5261,Advanced Business Ties
Customer_5261,Partnership
Customer_5262,Advanced Business Ties
Customer_5262,Pure Business
Customer_5263,Opportunistic
Customer_5265,Advanced Business Ties
Customer_5266,Opportunistic
Customer_5266,Transactional
Customer_5268,Opportunistic
Customer_5268,Pure Business
Customer_5270,Opportunistic
Customer_5271,Transactional
Customer_5272,Pure Business
Customer_5273,Advanced Business Ties
Customer_5273,Transactional
Customer_5274,Advanced Business Ties
Customer_5275,Advanced Business Ties
Customer_5276,Opportunistic
Customer_5278,Opportunistic
Customer_5279,Advanced Business Ties
Customer_5279,Transactional
Customer_528,Advanced Business Ties
Customer_5280,Advanced Business Ties
Customer_5280,Transactional
Customer_5281,Advanced Business Ties
Customer_5282,Partnership
Customer_5282,Pure Business
Customer_5282,Transactional
Customer_5283,Opportunistic
Customer_5283,Partnership
Customer_5284,Pure Business
Customer_5284,Transactional
Customer_5287,Partnership
Customer_5288,Partnership
Customer_5289,Pure Business
Customer_529,Pure Business
Customer_5290,Pure Business
Customer_5292,Opportunistic
Customer_5293,Advanced Business Ties
Customer_5293,Transactional
Customer_5294,Partnership
Customer_5295,Advanced Business Ties
Customer_5295,Partnership
Customer_5296,Opportunistic
Customer_5296,Pure Business
Customer_5298,Opportunistic
Customer_53,Pure Business
Customer_530,Opportunistic
Customer_5301,Partnership
Customer_5302,Opportunistic
Customer_5302,Pure Business
Customer_5303,Partnership
Customer_5307,Transactional
Customer_5309,Pure Business
Customer_5309,Transactional
Customer_531,Pure Business
Customer_5310,Opportunistic
Customer_5311,Opportunistic
Customer_5311,Pure Business
Customer_5311,Transactional
Customer_5312,Advanced Business Ties
Customer_5312,Partnership
Customer_5313,Opportunistic
Customer_5314,Pure Business
Customer_5315,Opportunistic
Customer_5316,Advanced Business Ties
Customer_5316,Transactional
Customer_5317,Opportunistic
Customer_5319,Opportunistic
Customer_5319,Transactional
Customer_5320,Advanced Business Ties
Customer_5320,Pure Business
Customer_5320,Transactional
Customer_5321,Pure Business
Customer_5322,Advanced Business Ties
Customer_5323,Opportunistic
Customer_5324,Advanced Business Ties
Customer_5324,Opportunistic
Customer_5324,Pure Business
Customer_5324,Transactional
Customer_5325,Opportunistic
Customer_5327,Advanced Business Ties
Customer_5327,Opportunistic
Customer_5327,Transactional
Customer_5328,Opportunistic
Customer_5328,Transactional
Customer_5329,Advanced Business Ties
Customer_5329,Pure Business
Customer_533,Pure Business
Customer_533,Transactional
Customer_5331,Pure Business
Customer_5331,Transactional
Customer_5332,Pure Business
Customer_5334,Advanced Business Ties
Customer_5335,Opportunistic
Customer_5337,Pure Business
Customer_5338,Advanced Business Ties
Customer_5338,Partnership
Customer_5339,Opportunistic
Customer_5339,Pure Business
Customer_5340,Advanced Business Ties
Customer_5340,Transactional
Customer_5343,Opportunistic
Customer_5344,Opportunistic
Customer_5344,Pure Business
Customer_5344,Transactional
Customer_5347,Advanced Business Ties
Customer_5347,Opportunistic
Customer_5349,Opportunistic
Customer_5351,Advanced Business Ties
Customer_5352,Opportunistic
Customer_5353,Pure Business
Customer_5354,Opportunistic
Customer_5354,Partnership
Customer_5354,Pure Business
Customer_5355,Advanced Business Ties
Customer_5355,Opportunistic
Customer_5356,Transactional
Customer_5357,Partnership
Customer_5358,Advanced Business Ties
Customer_5358,Pure Business
Customer_536,Partnership
Customer_536,Pure Business
Customer_536,Transactional
Customer_5361,Opportunistic
Customer_5362,Transactional
Customer_5363,Opportunistic
Customer_5363,Pure Business
Customer_5363,Transactional
Customer_5366,Opportunistic
Customer_5367,Advanced Business Ties
Customer_5367,Pure Business
Customer_5368,Advanced Business Ties
Customer_5369,Partnership
Customer_537,Pure Business
Customer_5370,Pure Business
Customer_5373,Partnership
Customer_5374,Opportunistic
Customer_5376,Opportunistic
Customer_5378,Pure Business
Customer_5379,Opportunistic
Customer_538,Advanced Business Ties
Customer_5380,Opportunistic
Customer_5381,Transactional
Customer_5383,Opportunistic
Customer_5383,Transactional
Customer_5384,Pure Business
Customer_5384,Transactional
Customer_5385,Transactional
Customer_5386,Advanced Business Ties
Customer_5387,Pure Business
Customer_5388,Partnership
Customer_5388,Transactional
Customer_5389,Opportunistic
Customer_539,Partnership
Customer_5390,Opportunistic
Customer_5392,Transactional
Customer_5394,Pure Business
Customer_5396,Opportunistic
Customer_5396,Pure Business
Customer_5396,Transactional
Customer_5398,Opportunistic
Customer_5398,Partnership
Customer_5398,Pure Business
Customer_5399,Opportunistic
Customer_5400,Pure Business
Customer_5400,Transactional
Customer_5402,Advanced Business Ties
Customer_5402,Pure Business
Customer_5403,Opportunistic
Customer_5404,Transactional
Customer_5405,Transactional
Customer_5406,Advanced Business Ties
Customer_5408,Pure Business
Customer_5409,Partnership
Customer_5410,Advanced Business Ties
Customer_5410,Transactional
Customer_5412,Opportunistic
Customer_5413,Advanced Business Ties
Customer_5413,Partnership
Customer_5414,Partnership
Customer_5414,Pure Business
Customer_5417,Transactional
Customer_5418,Advanced Business Ties
Customer_5418,Opportunistic
Customer_5419,Advanced Business Ties
Customer_542,Opportunistic
Customer_5422,Transactional
Customer_5424,Pure Business
Customer_5425,Advanced Business Ties
Customer_5425,Transactional
Customer_5426,Partnership
Customer_5427,Opportunistic
Customer_5427,Transactional
Customer_5428,Opportunistic
Customer_5429,Opportunistic
Customer_5429,Pure Business
Customer_543,Partnership
Customer_543,Pure Business
Customer_543,Transactional
Customer_5430,Advanced Business Ties
Customer_5430,Opportunistic
Customer_5430,Transactional
Customer_5431,Advanced Business Ties
Customer_5431,Partnership
Customer_5431,Pure Business
Customer_5433,Pure Business
Customer_5435,Pure Business
Customer_5436,Advanced Business Ties
Customer_5436,Opportunistic
Customer_5437,Advanced Business Ties
Customer_5437,Opportunistic
Customer_5439,Advanced Business Ties
Customer_5439,Partnership
Customer_5439,Pure Business
Customer_5441,Transactional
Customer_5442,Opportunistic
Customer_5442,Partnership
Customer_5443,Partnership
Customer_5443,Pure Business
Customer_5444,Opportunistic
Customer_5444,Transactional
Customer_5445,Transactional
Customer_5449,Opportunistic
Customer_545,Transactional
Customer_5450,Opportunistic
Customer_5450,Transactional
Customer_5451,Pure Business
Customer_5451,Transactional
Customer_5452,Advanced Business Ties
Customer_5452,Transactional
Customer_5453,Advanced Business Ties
Customer_5453,Opportunistic
Customer_5453,Partnership
Customer_5453,Transactional
Customer_5454,Opportunistic
Customer_5456,Opportunistic
Customer_5456,Partnership
Customer_5458,Opportunistic
Customer_5459,Partnership
Customer_546,Pure Business
Customer_5461,Transactional
Customer_5462,Advanced Business Ties
Customer_5463,Advanced Business Ties
Customer_5464,Transactional
Customer_5465,Pure Business
Customer_5466,Opportunistic
Customer_5467,Advanced Business Ties
Customer_5468,Advanced Business Ties
Customer_5468,Partnership
Customer_5469,Pure Business
Customer_5469,Transactional
Customer_547,Pure Business
Customer_5471,Opportunistic
Customer_5471,Transactional
Customer_5472,Advanced Business Ties
Customer_5475,Opportunistic
Customer_5475,Partnership
Customer_5477,Pure Business
Customer_5478,Pure Business
Customer_5479,Transactional
Customer_5481,Opportunistic
Customer_5482,Opportunistic
Customer_5482,Transactional
Customer_5483,Transactional
Customer_5484,Pure Business
Customer_5485,Advanced Business Ties
Customer_5486,Opportunistic
Customer_5486,Partnership
Customer_5486,Transactional
Customer_5487,Opportunistic
Customer_5488,Opportunistic
Customer_5489,Opportunistic
Customer_549,Pure Business
Customer_549,Transactional
Customer_5490,Opportunistic
Customer_5491,Transactional
Customer_5492,Pure Business
Customer_5493,Pure Business
Customer_5494,Partnership
Customer_5494,Pure Business
Customer_5495,Opportunistic
Customer_5495,Pure Business
Customer_5496,Advanced Business Ties
Customer_5496,Transactional
Customer_5497,Advanced Business Ties
Customer_5497,Opportunistic
Customer_5497,Transactional
Customer_5499,Partnership
Customer_5499,Transactional
Customer_55,Partnership
Customer_5501,Transactional
Customer_5502,Pure Business
Customer_5503,Opportunistic
Customer_5503,Partnership
Customer_5505,Opportunistic
Customer_5505,Partnership
Customer_5505,Transactional
Customer_5507,Partnership
Customer_5507,Pure Business
Customer_5507,Transactional
Customer_5508,Opportunistic
Customer_5509,Opportunistic
Customer_5509,Pure Business
Customer_551,Partnership
Customer_551,Pure Business
Customer_5510,Pure Business
Customer_5511,Transactional
Customer_5515,Transactional
Customer_5516,Transactional
Customer_5517,Pure Business
Customer_5517,Transactional
Customer_5518,Advanced Business Ties
Customer_5518,Pure Business
Customer_552,Transactional
Customer_5520,Advanced Business Ties
Customer_5520,Pure Business
Customer_5521,Transactional
Customer_5522,Advanced Business Ties
Customer_5522,Opportunistic
Customer_5523,Advanced Business Ties
Customer_5523,Opportunistic
Customer_5524,Advanced Business Ties
Customer_5524,Pure Business
Customer_5524,Transactional
Customer_5525,Opportunistic
Customer_5526,Pure Business
Customer_5526,Transactional
Customer_5527,Advanced Business Ties
Customer_5527,Transactional
Customer_5528,Transactional
Customer_5529,Opportunistic
Customer_5531,Advanced Business Ties
Customer_5531,Pure Business
Customer_5532,Partnership
Customer_5532,Pure Business
Customer_5534,Transactional
Customer_5537,Partnership
Customer_5539,Advanced Business Ties
Customer_554,Opportunistic
Customer_554,Transactional
Customer_5540,Advanced Business Ties
Customer_5540,Partnership
Customer_5540,Pure Business
Customer_5541,Pure Business
Customer_5542,Opportunistic
Customer_5542,Transactional
Customer_5546,Transactional
Customer_5547,Advanced Business Ties
Customer_5547,Pure Business
Customer_5549,Advanced Business Ties
Customer_555,Advanced Business Ties
Customer_555,Pure Business
Customer_5550,Opportunistic
Customer_5550,Partnership
Customer_5551,Opportunistic
Customer_5551,Pure Business
Customer_5551,Transactional
Customer_5555,Opportunistic
Customer_5555,Transactional
Customer_5556,Opportunistic
Customer_5557,Partnership
Customer_5557,Pure Business
Customer_5557,Transactional
Customer_5559,Pure Business
Customer_5559,Transactional
Customer_5560,Pure Business
Customer_5561,Opportunistic
Customer_5562,Advanced Business Ties
Customer_5562,Transactional
Customer_5563,Advanced Business Ties
Customer_5563,Opportunistic
Customer_5563,Partnership
Customer_5563,Pure Business
Customer_5563,Transactional
Customer_5564,Pure Business
Customer_5565,Advanced Business Ties
Customer_5565,Pure Business
Customer_5566,Advanced Business Ties
Customer_5567,Opportunistic
Customer_5567,Pure Business
Customer_5568,Advanced Business Ties
Customer_5569,Advanced Business Ties
Customer_5569,Transactional
Customer_5570,Advanced Business Ties
Customer_5570,Transactional
Customer_5571,Pure Business
Customer_5571,Transactional
Customer_5572,Opportunistic
Customer_5574,Advanced Business Ties
Customer_5574,Pure Business
Customer_5574,Transactional
Customer_5575,Pure Business
Customer_5575,Transactional
Customer_5576,Transactional
Customer_5577,Pure Business
Customer_5578,Transactional
Customer_5579,Opportunistic
Customer_5579,Pure Business
Customer_558,Transactional
Customer_5580,Partnership
Customer_5581,Opportunistic
Customer_5582,Partnership
Customer_5583,Transactional
Customer_5584,Opportunistic
Customer_5585,Advanced Business Ties
Customer_5585,Opportunistic
Customer_5586,Pure Business
Customer_5587,Transactional
Customer_5588,Opportunistic
Customer_5589,Advanced Business Ties
Customer_559,Advanced Business Ties
Customer_5590,Opportunistic
Customer_5592,Advanced Business Ties
Customer_5593,Advanced Business Ties
Customer_5593,Opportunistic
Customer_5594,Pure Business
Customer_5595,Advanced Business Ties
Customer_5595,Opportunistic
Customer_5596,Partnership
Customer_5597,Advanced Business Ties
Customer_5597,Pure Business
Customer_5597,Transactional
Customer_5599,Advanced Business Ties
Customer_5599,Partnership
Customer_5599,Transactional
Customer_56,Opportunistic
Customer_56,Partnership
Customer_560,Advanced Business Ties
Customer_5601,Advanced Business Ties
Customer_5602,Transactional
Customer_5604,Opportunistic
Customer_5604,Pure Business
Customer_5605,Advanced Business Ties
Customer_5608,Opportunistic
Customer_5612,Partnership
Customer_5613,Advanced Business Ties
Customer_5614,Pure Business
Customer_5615,Partnership
Customer_5616,Partnership
Customer_5616,Pure Business
Customer_5617,Partnership
Customer_5619,Partnership
Customer_562,Opportunistic
Customer_5620,Opportunistic
Customer_5622,Partnership
Customer_5624,Opportunistic
Customer_5624,Pure Business
Customer_5624,Transactional
Customer_5625,Opportunistic
Customer_5625,Pure Business
Customer_5626,Pure Business
Customer_5627,Transactional
Customer_5628,Opportunistic
Customer_5628,Pure Business
Customer_5629,Advanced Business Ties
Customer_5630,Opportunistic
Customer_5630,Pure Business
Customer_5631,Partnership
Customer_5631,Transactional
Customer_5632,Opportunistic
Customer_5632,Pure Business
Customer_5633,Advanced Business Ties
Customer_5633,Opportunistic
Customer_5633,Partnership
Customer_5634,Transactional
Customer_5638,Opportunistic
Customer_5639,Transactional
Customer_564,Transactional
Customer_5640,Advanced Business Ties
Customer_5640,Partnership
Customer_5641,Partnership
Customer_5642,Advanced Business Ties
Customer_5642,Partnership
Customer_5643,Advanced Business Ties
Customer_5643,Partnership
Customer_5643,Pure Business
Customer_5644,Opportunistic
Customer_5644,Pure Business
Customer_5644,Transactional
Customer_5645,Pure Business
Customer_5645,Transactional
Customer_5646,Partnership
Customer_5647,Transactional
Customer_5648,Advanced Business Ties
Customer_5648,Pure Business
Customer_5649,Advanced Business Ties
Customer_5649,Opportunistic
Customer_5649,Partnership
Customer_565,Opportunistic
Customer_5651,Transactional
Customer_5652,Pure Business
Customer_5653,Transactional
Customer_5654,Advanced Business Ties
Customer_5655,Advanced Business Ties
Customer_5656,Transactional
Customer_5657,Opportunistic
Customer_5657,Transactional
Customer_5658,Opportunistic
Customer_5659,Pure Business
Customer_5660,Transactional
Customer_5661,Partnership
Customer_5661,Pure Business
Customer_5662,Opportunistic
Customer_5662,Partnership
Customer_5662,Pure Business
Customer_5662,Transactional
Customer_5663,Transactional
Customer_5664,Advanced Business Ties
Customer_5666,Transactional
Customer_5667,Advanced Business Ties
Customer_5667,Opportunistic
Customer_5668,Opportunistic
Customer_5669,Pure Business
Customer_567,Transactional
Customer_5671,Partnership
